0
0
0.001
0.002
0.003
0.003
0.003
0.004
0.005
0.004
0.006
0.008
0.009
0.011
0.009
0.027
0.025
0.014
0.037
0.021
0.045
0.025
0.027
0.03
0.033
0.029
0.049
0.078
0.042
0.039
0.049
0.101
0.045
0.059
0.122
0.065
0.069
0.128
0.061
0.081
0.084
0.089
0.093
0.163
0.171
0.086
0.153
0.115
0.151
0.124
0.267
0.135
0.141
0.146
0.151
0.157
0.268
0.135
0.175
0.216
0.162
0.153
0.17
0.204
0.365
0.216
0.179
0.24
0.237
0.48
0.249
0.347
0.434
0.221
0.543
0.232
0.276
0.431
0.249
0.254
0.326
0.335
0.703
0.35
0.558
0.366
0.3
0.308
0.394
0.562
0.411
0.351
1.032
0.352
0.441
0.456
0.693
0.503
0.387
0.495
